SeoCrossLinks,SeoCrossLinks
"New Link","Nouveau lien"
"Seo Cross links","Liens Seo Cross"
"This link no longer exists.","Ce lien n'existe plus."
"You saved link.","Vous avez enregistré le lien."
"Something went wrong while saving the link.","Une erreur s'est produite lors de l'enregistrement du lien."
"Category Description","description de la catégorie"
"Product Description","Description du produit"
"CMS Page Content","Contenu de la page CMS"
"Custom Page","Page personnalisée"
"Category Page","Page de catégorie"
"Product Page","Page produit"
"Animation underline","Souligner l'animation"
"Highlight background","Mettre en surbrillance l'arrière-plan"
"Animation color and underline","Couleur et soulignement d'animation"
"Custom URL","URL personnalisée"
"Keyword to Search","Mot-clé à rechercher"
"Link Title","Titre du lien"
"Search In","Rechercher dans"
Style,Style
"Replacement Count","Nombre de remplacements"
"Add New Link","Ajouter un nouveau lien"
"Are you sure you want to delete selected menu's?","Voulez-vous vraiment supprimer les menus sélectionnés?"
"Search in","Rechercher dans"
"Link Target","Lien cible"
