SeoCrossLinks,SeoCrossLinks
"New Link","رابط جديد"
"Seo Cross links","روابط عبر سيو"
"This link no longer exists.","لم يعد هذا الرابط موجودًا."
"You saved link.","قمت بحفظ الارتباط."
"Something went wrong while saving the link.","حدث خطأ ما أثناء حفظ الرابط."
"Category Description","وصف التصنيف"
"Product Description","وصف المنتج"
"CMS Page Content","محتوى صفحة CMS"
"Custom Page","صفحة مخصص"
"Category Page","صفحة الفئة"
"Product Page","صفحة المنتج"
"Animation underline","تسطير الرسوم المتحركة"
"Highlight background","ظلل الخلفية"
"Animation color and underline","لون الرسوم المتحركة والتسطير"
"Custom URL","عنوان URL المخصص"
"Keyword to Search","كلمة للبحث"
"Link Title","عنوان الارتباط"
"Search In","بحث في"
Style,أسلوب
"Replacement Count","عدد الاستبدال"
"Add New Link","إضافة رابط جديد"
"Are you sure you want to delete selected menu's?","هل أنت متأكد أنك تريد حذف القائمة المختارة؟"
"Search in","بحث في"
"Link Target","رابط الهدف"
